# f_hz  Omega_gw
9.581933775117887421e-07 4.099281055846178977e-16
1.013486230434866014e-06 3.410153098930141160e-16
1.071969774982546265e-06 2.831975118083538271e-16
1.133828131027555178e-06 2.347499003187532379e-16
1.199256043138320691e-06 1.942085361998959893e-16
1.268459493680377446e-06 1.603317445298969463e-16
1.341656351297030059e-06 1.320671211014669529e-16
1.419077056810799723e-06 1.085233484878923852e-16
1.500965348704976826e-06 8.894612979254234164e-17
1.587579030469401950e-06 7.269764834970400399e-17
1.679190782226083014e-06 5.923904464437483714e-17
1.776089019190028565e-06 4.811547434979996264e-17
1.878578799667725775e-06 3.894337384716926131e-17
1.986982785452075367e-06 3.139961268385725176e-17
2.101642257637099854e-06 2.521225871325343923e-17
2.222918191050687674e-06 2.015272052306503471e-17
2.351192390687697328e-06 1.602906590575594796e-17
2.486868693721375296e-06 1.268034391790617333e-17
2.630374240877235591e-06 9.971763170525726815e-18
2.782160821171865407e-06 7.790600035082356968e-18
2.942706294250468457e-06 6.042729040848638157e-18
3.112516094800673557e-06 4.649683118085983096e-18
3.292124823779203548e-06 3.546165036920468957e-18
3.482097931460585485e-06 2.677942703442854317e-18
3.683033497606936798e-06 2.000070925735636899e-18
3.895564114362781324e-06 1.475390602495129015e-18
4.120358877803154292e-06 1.073263494649284752e-18
4.358125494404383040e-06 7.685068697616404261e-19
4.609612509069592482e-06 5.404974901621414592e-19
4.875611661723144437e-06 3.724188882823400174e-19
5.156960379892907703e-06 2.506296183329681274e-19
5.454544415128078905e-06 1.641333884154394643e-19
5.769300631551998916e-06 1.041346843098077793e-19
6.102219955329646866e-06 6.366583376702262467e-20
6.454350494334709914e-06 3.727351351344861466e-20
6.826800837838439775e-06 2.075492210385305660e-20
7.220743546607680445e-06 1.093356203189788492e-20
7.637418844400534871e-06 5.460288254730567933e-21
8.078138522480561156e-06 2.652770636101609281e-21
